sessionID: 0
Game: GP2
gameID: P2
numPatches: 6
initialHerdSize: 10
numHH: 1
numYears: 1
numPhases: 2
hasChoosingShared?: true
hasChoosingPrivate?: false
hasForage?: false
maxPrivateSquares: 1
baseSquaresPerDay: 3
pS_base: 1
HpA_base: 1
dP_dHpA: 0.1
harvest_day: 60
dP_dfNeeds: 0.2
needsDays: 10
initialScore: 100
phaseLengthDays: 4
probDeathPoor: 0.6
probDeathOk: 0.2
probDeathGood: 0
grassR: 0.4
grassK: 200
grassE0: 5
showToggleButton: true
animalNeeds: 8
downThreshold: 0.6
upThreshold: 0.8
grassUndergroundFraction: 0.1
maxColorRain: 10
grass_1: 5
grass_2: 5
grass_3: 0
grass_4: 0
grass_5: 0
grass_6: 3
grass_7: 4
grass_8: 0
grass_9: 0
grass_10: 4
grass_11: 4
grass_12: 3
grass_13: 0
grass_14: 3
grass_15: 4
grass_16: 0
clim_1: 2
clim_2: 4
clim_3: 6
clim_4: 3
clim_5: 0
clim_6: 6
clim_7: 6
clim_8: 0
phase_1: P
phase_2: P
phase_3: P
phase_4: P
phase_5: P
phase_6: P
phase_7: P
phase_8: P

Choosing shared land at 11:20:34.955 AM 05-Nov-2021
Case 3.5 - Player 2 viewing patch 1 0 at 11:26:21.922 AM 05-Nov-2021
Case 3.5 - Player 1 viewing patch 0 5 at 11:26:30.148 AM 05-Nov-2021
Case 3.5 - Player 4 viewing patch 3 2 at 11:26:32.822 AM 05-Nov-2021
Case 3.6 - Player 2 activating avatar at 11:26:33.065 AM 05-Nov-2021
Case 3.11 - Player 2 cycling avatar schedule to 1 at day 1 at 11:26:35.415 AM 05-Nov-2021
Case 3.6 - Player 1 activating avatar at 11:26:35.639 AM 05-Nov-2021
Case 3.5 - Player 3 viewing patch 1 0 at 11:26:38.974 AM 05-Nov-2021
Case 3.5 - Player 3 viewing patch 1 0 at 11:26:40.222 AM 05-Nov-2021
Case 3.5 - Player 3 viewing patch 5 4 at 11:26:45.342 AM 05-Nov-2021
Case 3.6 - Player 3 activating avatar at 11:26:50.106 AM 05-Nov-2021
Case 3.6 - Player 4 activating avatar at 11:26:50.306 AM 05-Nov-2021
Case 3.11 - Player 3 cycling avatar schedule to 1 at day 1 at 11:26:51.588 AM 05-Nov-2021
Case 3.10 - Player 1 assigned avatar to herd 1 at patch -3 3 at 11:26:52.399 AM 05-Nov-2021
Case 3.11 - Player 3 cycling avatar schedule to 2 at day 2 at 11:26:54.047 AM 05-Nov-2021
Case 3.11 - Player 3 cycling avatar schedule to 0 at day 2 at 11:26:54.647 AM 05-Nov-2021
Case 3.11 - Player 2 cycling avatar schedule to 2 at day 2 at 11:26:55.471 AM 05-Nov-2021
Case 3.10 - Player 3 assigned avatar to herd 1 at patch -3 3 at 11:26:59.016 AM 05-Nov-2021
Case 3.10 - Player 4 assigned avatar to herd 1 at patch -2 4 at 11:27:00.633 AM 05-Nov-2021
Case 3.11 - Player 2 cycling avatar schedule to 0 at day 2 at 11:27:02.348 AM 05-Nov-2021
Case 3.10 - Player 2 assigned avatar to herd 1 at patch -2 3 at 11:27:05.108 AM 05-Nov-2021
Case 3.11 - Player 3 cycling avatar schedule to 1 at day 1 at 11:27:05.980 AM 05-Nov-2021
Case 3.11 - Player 4 cycling avatar schedule to 1 at day 1 at 11:27:06.096 AM 05-Nov-2021
Case 3.11 - Player 3 cycling avatar schedule to 2 at day 2 at 11:27:07.766 AM 05-Nov-2021
Case 3.11 - Player 4 cycling avatar schedule to 2 at day 2 at 11:27:08.452 AM 05-Nov-2021
Case 3.11 - Player 1 cycling avatar schedule to 1 at day 1 at 11:27:08.786 AM 05-Nov-2021
Case 3.6 - Player 2 deactivating avatar at 11:27:09.306 AM 05-Nov-2021
Case 3.11 - Player 1 cycling avatar schedule to 2 at day 2 at 11:27:11.857 AM 05-Nov-2021
Case 3.6 - Player 2 activating avatar at 11:27:14.013 AM 05-Nov-2021
Case 3.11 - Player 2 cycling avatar schedule to 1 at day 1 at 11:27:15.984 AM 05-Nov-2021
Case 3.14 - Player 3 selecting patch 5 3 to move to at 11:27:20.203 AM 05-Nov-2021
Case 3.11 - Player 2 cycling avatar schedule to 2 at day 2 at 11:27:21.003 AM 05-Nov-2021
Case 3.6 - Player 3 activating avatar at 11:27:22.572 AM 05-Nov-2021
Case 3.11 - Player 3 cycling avatar schedule to 1 at day 2 at 11:27:23.768 AM 05-Nov-2021
Case 3.11 - Player 3 cycling avatar schedule to 2 at day 3 at 11:27:24.521 AM 05-Nov-2021
Case 3.14 - Player 1 selecting patch 1 4 to move to at 11:27:24.765 AM 05-Nov-2021
Case 3.14 - Player 3 selecting patch 4 3 to move to at 11:27:26.449 AM 05-Nov-2021
Case 3.6 - Player 3 activating avatar at 11:27:28.090 AM 05-Nov-2021
Case 3.14 - Player 2 selecting patch 3 1 to move to at 11:27:29.567 AM 05-Nov-2021
Case 3.11 - Player 3 cycling avatar schedule to 1 at day 3 at 11:27:29.572 AM 05-Nov-2021
Case 3.11 - Player 3 cycling avatar schedule to 2 at day 4 at 11:27:30.390 AM 05-Nov-2021
Case 3.14 - Player 3 selecting patch 4 2 to move to at 11:27:31.766 AM 05-Nov-2021
Case 3.6 - Player 3 activating avatar at 11:27:35.334 AM 05-Nov-2021
Case 3.11 - Player 3 cycling avatar schedule to 1 at day 4 at 11:27:36.448 AM 05-Nov-2021
Case 3.14 - Player 4 selecting patch 3 3 to move to at 11:27:36.590 AM 05-Nov-2021
Case 3.11 - Player 3 cycling avatar schedule to 2 at day 5 at 11:27:37.347 AM 05-Nov-2021
Case 3.6 - Player 2 activating avatar at 11:27:37.910 AM 05-Nov-2021
Case 3.14 - Player 3 selecting patch 5 2 to move to at 11:27:38.424 AM 05-Nov-2021
Case 3.11 - Player 2 cycling avatar schedule to 1 at day 2 at 11:27:39.745 AM 05-Nov-2021
Case 3.6 - Player 1 activating avatar at 11:27:40.908 AM 05-Nov-2021
Case 3.11 - Player 2 cycling avatar schedule to 2 at day 3 at 11:27:41.061 AM 05-Nov-2021
Case 3.15 - Player 3 clicked confirm at 11:27:41.355 AM 05-Nov-2021
Case 3.11 - Player 1 cycling avatar schedule to 1 at day 2 at 11:27:42.369 AM 05-Nov-2021
Case 3.6 - Player 4 activating avatar at 11:27:42.505 AM 05-Nov-2021
Case 3.11 - Player 1 cycling avatar schedule to 2 at day 3 at 11:27:44.282 AM 05-Nov-2021
Case 3.14 - Player 2 selecting patch 4 1 to move to at 11:27:44.521 AM 05-Nov-2021
Case 3.11 - Player 4 cycling avatar schedule to 1 at day 2 at 11:27:44.775 AM 05-Nov-2021
Case 3.11 - Player 4 cycling avatar schedule to 2 at day 3 at 11:27:46.334 AM 05-Nov-2021
Case 3.6 - Player 2 activating avatar at 11:27:48.124 AM 05-Nov-2021
Case 3.11 - Player 2 cycling avatar schedule to 1 at day 3 at 11:27:49.565 AM 05-Nov-2021
Case 3.14 - Player 4 selecting patch 3 4 to move to at 11:27:49.833 AM 05-Nov-2021
